make: Entering directory '/home/nico/uni/2/Wireless_Sensor_Networks/WSN-Group-Project/app'
/home/nico/uni/2/Wireless_Sensor_Networks/WSN-exercises/RIOT/dist/tools/pyterm/pyterm -p "/dev/ttyACM0" -b "115200"  
2024-06-25 11:56:43,108 # Connect to serial port /dev/ttyACM0
Welcome to pyterm!
Type '/exit' to exit.
2024-06-25 11:56:44,117 # timestamp: 40235250483156, ID: 32139, pkt_number: 9367, RSSI: 34, Ax: 352, Ay: -279, Az: 900, Gx: 34, Gy: -44, Gz: -49
2024-06-25 11:56:44,118 # timestamp: 60644935532486, ID: 71225, pkt_number: 14119, RSSI: 27, Ax: -269, Ay: -5, Az: 966, Gx: 27, Gy: -58, Gz: -42
2024-06-25 11:56:44,119 # timestamp: 120710054674337, ID: 81204, pkt_number: 28104, RSSI: 23, Ax: -9, Ay: 7, Az: 1013, Gx: 23, Gy: -95, Gz: -19
2024-06-25 11:56:44,119 # timestamp: 60649230434246, ID: 71225, pkt_number: 14120, RSSI: 28, Ax: -273, Ay: -12, Az: 979, Gx: 28, Gy: -58, Gz: -43
2024-06-25 11:56:44,120 # timestamp: 120714349576101, ID: 81204, pkt_number: 28105, RSSI: 30, Ax: -9, Ay: 7, Az: 1013, Gx: 30, Gy: -91, Gz: -20
2024-06-25 11:56:44,120 # timestamp: 40243840417750, ID: 32139, pkt_number: 9369, RSSI: 35, Ax: 349, Ay: -279, Az: 897, Gx: 35, Gy: -42, Gz: -49
2024-06-25 11:56:44,121 # timestamp: 40243840417750, ID: 32139, pkt_number: 9369, RSSI: 35, Ax: 349, Ay: -279, Az: 897, Gx: 35, Gy: -42, Gz: -49
2024-06-25 11:56:44,121 # timestamp: 60653525401544, ID: 71225, pkt_number: 14121, RSSI: 28, Ax: -271, Ay: -10, Az: 977, Gx: 28, Gy: -56, Gz: -43
2024-06-25 11:56:44,122 # timestamp: 120718644543396, ID: 81204, pkt_number: 28106, RSSI: 27, Ax: -11, Ay: 7, Az: 1012, Gx: 27, Gy: -92, Gz: -20
2024-06-25 11:56:44,123 # timestamp: 40248135385044, ID: 32139, pkt_number: 9370, RSSI: 34, Ax: 355, Ay: -282, Az: 908, Gx: 34, Gy: -44, Gz: -49
2024-06-25 11:56:44,123 # timestamp: 60657820368840, ID: 71225, pkt_number: 14122, RSSI: 26, Ax: -268, Ay: -4, Az: 978, Gx: 26, Gy: -56, Gz: -43
2024-06-25 11:56:44,124 # timestamp: 120722939510692, ID: 81204, pkt_number: 28107, RSSI: 27, Ax: -12, Ay: 10, Az: 1013, Gx: 27, Gy: -92, Gz: -20
2024-06-25 11:56:44,124 # timestamp: 40252430352342, ID: 32139, pkt_number: 9371, RSSI: 35, Ax: 351, Ay: -280, Az: 902, Gx: 35, Gy: -42, Gz: -49
2024-06-25 11:56:44,125 # timestamp: 60662115401676, ID: 71225, pkt_number: 14123, RSSI: 27, Ax: -267, Ay: -1, Az: 966, Gx: 27, Gy: -52, Gz: -42
2024-06-25 11:56:44,126 # timestamp: 120727234477990, ID: 81204, pkt_number: 28108, RSSI: 30, Ax: -9, Ay: 6, Az: 1013, Gx: 30, Gy: -90, Gz: -20
2024-06-25 11:56:44,126 # timestamp: 40256725319636, ID: 32139, pkt_number: 9372, RSSI: 34, Ax: 349, Ay: -281, Az: 907, Gx: 34, Gy: -44, Gz: -49
2024-06-25 11:56:44,127 # timestamp: 60666410368968, ID: 71225, pkt_number: 14124, RSSI: 27, Ax: -268, Ay: -4, Az: 976, Gx: 27, Gy: -56, Gz: -42
2024-06-25 11:56:44,127 # timestamp: 120731529445289, ID: 81204, pkt_number: 28109, RSSI: 35, Ax: -10, Ay: 9, Az: 1011, Gx: 35, Gy: -87, Gz: -20
2024-06-25 11:56:44,128 # timestamp: 40261020286933, ID: 32139, pkt_number: 9373, RSSI: 34, Ax: 350, Ay: -280, Az: 907, Gx: 34, Gy: -43, Gz: -49
2024-06-25 11:56:44,129 # timestamp: 60670705270725, ID: 71225, pkt_number: 14125, RSSI: 28, Ax: -267, Ay: -7, Az: 982, Gx: 28, Gy: -59, Gz: -43
2024-06-25 11:56:44,129 # timestamp: 120735824412581, ID: 81204, pkt_number: 28110, RSSI: 30, Ax: -11, Ay: 9, Az: 1011, Gx: 30, Gy: -91, Gz: -20
2024-06-25 11:56:44,130 # timestamp: 40265315254229, ID: 32139, pkt_number: 9374, RSSI: 34, Ax: 347, Ay: -279, Az: 904, Gx: 34, Gy: -43, Gz: -49
2024-06-25 11:56:44,131 # timestamp: 60675000303558, ID: 71225, pkt_number: 14126, RSSI: 27, Ax: -268, Ay: -8, Az: 973, Gx: 27, Gy: -58, Gz: -42
2024-06-25 11:56:44,132 # timestamp: 120740119379875, ID: 81204, pkt_number: 28111, RSSI: 25, Ax: -9, Ay: 6, Az: 1012, Gx: 25, Gy: -93, Gz: -20
2024-06-25 11:56:44,132 # timestamp: 40269610221525, ID: 32139, pkt_number: 9375, RSSI: 34, Ax: 348, Ay: -281, Az: 905, Gx: 34, Gy: -43, Gz: -49
