date,timestamp,id,pkt,rssi,ax,ay,az,gx,gy,gz,gx_diff,gy_diff,gz_diff
25/06/2024 11:42,245 # timestamp: 85817740492712,81204,19980, RSSI: 31,-185,736,708,31,-88,-17,,,
25/06/2024 11:42,352 # timestamp: 85822035328934,81204,19981, RSSI: 27,-185,736,710,27,-90,-19,,,
25/06/2024 11:42,458 # timestamp: 85826330296232,81204,19982, RSSI: 34,-185,736,706,34,-88,-19,,,
25/06/2024 11:42,565 # timestamp: 85830625460134,81204,19983, RSSI: 34,-187,737,707,34,-90,-16,,,
25/06/2024 11:42,672 # timestamp: 85834920427427,81204,19984, RSSI: 40,-185,735,706,40,-93,-16,,,
25/06/2024 11:42,778 # timestamp: 85839215198117,81204,19985, RSSI: 31,-187,737,708,31,-91,-19,,,
25/06/2024 11:42,884 # timestamp: 85843510362024,81204,19986, RSSI: 29,-186,735,710,29,-88,-16,,,
25/06/2024 11:42,992 # timestamp: 85847805198245,81204,19987, RSSI: 33,-187,738,709,33,-91,-18,,,
25/06/2024 11:42,100 # timestamp: 85852099968935,81204,19988, RSSI: 18,-187,738,712,18,-89,-21,,,
25/06/2024 11:42,207 # timestamp: 85856394936234,81204,19989, RSSI: 19,-185,738,701,19,-86,-21,,,
25/06/2024 11:42,312 # timestamp: 85860689706930,81204,19990, RSSI: -12,-186,736,701,-12,-78,-24,,,
25/06/2024 11:42,419 # timestamp: 85864985067426,81204,19991, RSSI: 36,-186,736,700,36,-94,-18,,,
25/06/2024 11:42,528 # timestamp: 85869280886706,81204,19992, RSSI: 40,-185,730,695,40,-78,-5,,,
25/06/2024 11:42,634 # timestamp: 85869282459538,81204,19993, RSSI: 117,-187,740,696,117,-110,19,,,
25/06/2024 11:42,740 # timestamp: 85877870100396,81204,19994, RSSI: 28,-187,733,708,28,-84,-16,,,
25/06/2024 11:42,849 # timestamp: 85882164477865,81204,19995, RSSI: 13,-187,737,704,13,-87,-25,,,
25/06/2024 11:42,954 # timestamp: 85886460559273,81204,19996, RSSI: 58,-185,733,694,58,-87,-8,,,
25/06/2024 11:42,060 # timestamp: 85890755395489,81204,19997, RSSI: 58,-186,732,699,58,-95,-10,,,
25/06/2024 11:42,168 # timestamp: 85895049248658,81204,19998, RSSI: 58,-187,738,704,58,-110,-27,,,
25/06/2024 11:42,274 # timestamp: 85899343167373,81204,19999, RSSI: 20,-193,753,693,20,-115,-43,,,
25/06/2024 11:42,382 # timestamp: 85903639969743,81204,20000, RSSI: -18,-184,735,690,-18,-49,-15,,,
25/06/2024 11:42,489 # timestamp: 85907935264665,81204,20001, RSSI: 122,-185,739,672,122,-103,-10,,,
25/06/2024 11:42,597 # timestamp: 85907936116636,81204,20002, RSSI: 124,-184,735,680,124,-100,3,,,
25/06/2024 11:42,701 # timestamp: 85916524347334,81204,20003, RSSI: -29,-185,733,711,-29,-58,-23,,,
25/06/2024 11:42,809 # timestamp: 85920820428702,81204,20004, RSSI: 81,-184,734,684,81,-98,-6,,,
25/06/2024 11:42,917 # timestamp: 85925114871708,81204,20005, RSSI: 45,-188,733,712,45,-100,-14,,,
25/06/2024 11:42,022 # timestamp: 85929408790418,81204,20006, RSSI: 44,-190,738,714,44,-110,-30,,,
25/06/2024 11:42,129 # timestamp: 85933703561120,81204,20007, RSSI: 12,-189,741,692,12,-96,-33,,,
25/06/2024 11:42,236 # timestamp: 85937998266302,81204,20008, RSSI: -65,-189,735,719,-65,-66,-37,,,
25/06/2024 11:42,345 # timestamp: 85942294085535,81204,20009, RSSI: 46,-185,740,688,46,-97,-24,,,
25/06/2024 11:42,449 # timestamp: 85946589904800,81204,20010, RSSI: 69,-185,736,688,69,-96,-11,,,
25/06/2024 11:42,556 # timestamp: 85950883889062,81204,20011, RSSI: 16,-187,739,701,16,-90,-26,,,
25/06/2024 11:42,665 # timestamp: 85955179511711,81204,20012, RSSI: 51,-186,739,691,51,-97,-16,,,
25/06/2024 11:42,769 # timestamp: 85959474479017,81204,20013, RSSI: 21,-186,736,701,21,-87,-16,,,
25/06/2024 11:42,877 # timestamp: 85963769184173,81204,20014, RSSI: 11,-187,737,701,11,-83,-20,,,
25/06/2024 11:42,985 # timestamp: 85968063365041,81204,20015, RSSI: -21,-186,733,709,-21,-79,-32,,,
25/06/2024 11:42,091 # timestamp: 85972358528935,81204,20016, RSSI: 3,-187,740,695,3,-89,-29,,,
25/06/2024 11:42,198 # timestamp: 85976654479267,81204,20017, RSSI: 55,-187,737,698,55,-93,-14,,,
25/06/2024 11:42,303 # timestamp: 85980948791214,81204,20018, RSSI: 7,-187,737,703,7,-82,-24,,,
25/06/2024 11:42,412 # timestamp: 85985243758503,81204,20019, RSSI: 20,-188,736,703,20,-89,-24,,,
25/06/2024 11:42,517 # timestamp: 85989539053476,81204,20020, RSSI: 38,-185,733,700,38,-92,-19,,,
25/06/2024 11:42,626 # timestamp: 85993834151846,81204,20021, RSSI: 35,-186,733,701,35,-90,-17,,,
25/06/2024 11:42,732 # timestamp: 85998129119143,81204,20022, RSSI: 31,-187,735,716,31,-89,-17,,,
25/06/2024 11:42,840 # timestamp: 86002424283042,81204,20023, RSSI: 55,-186,734,699,55,-94,-14,,,
25/06/2024 11:42,946 # timestamp: 86006719315879,81204,20024, RSSI: 39,-187,732,704,39,-89,-13,,,
25/06/2024 11:42,053 # timestamp: 86011013693356,81204,20025, RSSI: 26,-187,733,702,26,-84,-22,,,
25/06/2024 11:42,160 # timestamp: 86015308791710,81204,20026, RSSI: 56,-189,740,698,56,-98,-20,,,
25/06/2024 11:42,266 # timestamp: 86015310102434,81204,20027, RSSI: 84,-184,729,694,84,-94,0,,,
25/06/2024 11:42,372 # timestamp: 86023898922935,81204,20028, RSSI: 5,-188,729,713,5,-73,-17,,,
25/06/2024 11:42,480 # timestamp: 86028193759151,81204,20029, RSSI: 20,-186,730,702,20,-81,-19,,,
25/06/2024 11:42,587 # timestamp: 86032488595359,81204,20030, RSSI: 39,-184,731,698,39,-97,-21,,,
25/06/2024 11:42,693 # timestamp: 86036783759263,81204,20031, RSSI: 40,-187,737,701,40,-97,-18,,,
