make: Entering directory '/home/nico/uni/2/Wireless_Sensor_Networks/WSN-Group-Project/app'
/home/nico/uni/2/Wireless_Sensor_Networks/WSN-exercises/RIOT/dist/tools/pyterm/pyterm -p "/dev/ttyACM0" -b "115200"  
2024-06-25 11:53:07,925 # Connect to serial port /dev/ttyACM0
Welcome to pyterm!
Type '/exit' to exit.
2024-06-25 11:53:08,935 # timestamp: 51994871332807, ID: 71225, pkt_number: 12105, RSSI: 28, Ax: -253, Ay: -18, Az: 970, Gx: 28, Gy: -57, Gz: -43
2024-06-25 11:53:08,935 # timestamp: 112059990474651, ID: 81204, pkt_number: 26090, RSSI: 14, Ax: -17, Ay: 20, Az: 1012, Gx: 14, Gy: -101, Gz: -20
2024-06-25 11:53:08,936 # timestamp: 51999166496714, ID: 71225, pkt_number: 12106, RSSI: 27, Ax: -244, Ay: -9, Az: 984, Gx: 27, Gy: -54, Gz: -40
2024-06-25 11:53:08,936 # timestamp: 112064285441965, ID: 81204, pkt_number: 26091, RSSI: 44, Ax: -19, Ay: 24, Az: 1009, Gx: 44, Gy: -83, Gz: -20
2024-06-25 11:53:08,937 # timestamp: 31593776480211, ID: 32139, pkt_number: 7355, RSSI: 34, Ax: 329, Ay: -284, Az: 904, Gx: 34, Gy: -45, Gz: -46
2024-06-25 11:53:08,938 # timestamp: 52003461201863, ID: 71225, pkt_number: 12107, RSSI: 27, Ax: -248, Ay: -9, Az: 976, Gx: 27, Gy: -57, Gz: -44
2024-06-25 11:53:08,938 # timestamp: 112068580474787, ID: 81204, pkt_number: 26092, RSSI: 25, Ax: -17, Ay: 20, Az: 1012, Gx: 25, Gy: -93, Gz: -19
2024-06-25 11:53:08,939 # timestamp: 31598071381973, ID: 32139, pkt_number: 7356, RSSI: 35, Ax: 330, Ay: -283, Az: 909, Gx: 35, Gy: -43, Gz: -47
2024-06-25 11:53:08,939 # timestamp: 52007756234695, ID: 71225, pkt_number: 12108, RSSI: 28, Ax: -242, Ay: -1, Az: 990, Gx: 28, Gy: -57, Gz: -43
2024-06-25 11:53:08,940 # timestamp: 112072875376549, ID: 81204, pkt_number: 26093, RSSI: 29, Ax: -17, Ay: 20, Az: 1015, Gx: 29, Gy: -91, Gz: -20
2024-06-25 11:53:08,940 # timestamp: 31602366414800, ID: 32139, pkt_number: 7357, RSSI: 32, Ax: 327, Ay: -283, Az: 906, Gx: 32, Gy: -48, Gz: -46
2024-06-25 11:53:08,941 # timestamp: 52012051333067, ID: 71225, pkt_number: 12109, RSSI: 28, Ax: -241, Ay: -1, Az: 984, Gx: 28, Gy: -53, Gz: -41
2024-06-25 11:53:08,942 # timestamp: 112077170343845, ID: 81204, pkt_number: 26094, RSSI: 30, Ax: -15, Ay: 18, Az: 1014, Gx: 30, Gy: -91, Gz: -20
2024-06-25 11:53:08,942 # timestamp: 52016346234828, ID: 71225, pkt_number: 12110, RSSI: 28, Ax: -245, Ay: -9, Az: 990, Gx: 28, Gy: -52, Gz: -42
2024-06-25 11:53:08,943 # timestamp: 112081465311144, ID: 81204, pkt_number: 26095, RSSI: 33, Ax: -17, Ay: 19, Az: 1014, Gx: 33, Gy: -88, Gz: -20
2024-06-25 11:53:08,943 # timestamp: 31610956283860, ID: 32139, pkt_number: 7359, RSSI: 34, Ax: 332, Ay: -282, Az: 899, Gx: 34, Gy: -44, Gz: -47
2024-06-25 11:53:08,944 # timestamp: 52020641136587, ID: 71225, pkt_number: 12111, RSSI: 29, Ax: -253, Ay: -16, Az: 972, Gx: 29, Gy: -53, Gz: -43
