date,timestamp,id,pkt,rssi,ax,ay,az,gx,gy,gz,gx_diff,gy_diff,gz_diff
25/06/2024 11:41,716 # timestamp: 24970937171908,71225,5813, RSSI: 29,-285,64,981,29,-60,-42,,,
25/06/2024 11:41,718 # timestamp: 24975231877058,71225,5814, RSSI: 33,-294,71,976,33,-62,-46,,,
25/06/2024 11:41,720 # timestamp: 24979527368651,71225,5815, RSSI: 21,-281,62,998,21,-53,-38,,,
25/06/2024 11:41,721 # timestamp: 24983821811650,71225,5816, RSSI: 33,-293,60,980,33,-62,-46,,,
25/06/2024 11:41,723 # timestamp: 24988117106631,71225,5817, RSSI: 26,-287,61,974,26,-57,-41,,,
25/06/2024 11:41,725 # timestamp: 24992412401611,71225,5818, RSSI: 20,-287,57,993,20,-53,-36,,,
25/06/2024 11:41,727 # timestamp: 24996707041218,71225,5819, RSSI: 31,-283,66,955,31,-62,-41,,,
25/06/2024 11:41,729 # timestamp: 25001002139592,71225,5820, RSSI: 24,-290,83,979,24,-56,-39,,,
25/06/2024 11:41,733 # timestamp: 25005296844741,71225,5821, RSSI: 30,-289,63,977,30,-59,-43,,,
25/06/2024 11:41,736 # timestamp: 25009592074184,71225,5822, RSSI: 24,-289,82,988,24,-56,-39,,,
25/06/2024 11:41,818 # timestamp: 25013887238093,71225,5823, RSSI: 18,-282,54,978,18,-51,-36,,,
25/06/2024 11:41,023 # timestamp: 25022476517314,71225,5825, RSSI: 31,-288,75,977,31,-62,-46,,,
25/06/2024 11:41,129 # timestamp: 25026771681215,71225,5826, RSSI: 34,-286,63,961,34,-65,-43,,,
25/06/2024 11:41,249 # timestamp: 25031067238354,71225,5827, RSSI: 14,-283,56,976,14,-46,-34,,,
25/06/2024 11:41,451 # timestamp: 25039656058810,71225,5829, RSSI: 42,-283,63,978,42,-70,-51,,,
25/06/2024 11:41,459 # timestamp: 25039656058810,71225,5829, RSSI: 42,-283,63,978,42,-70,-51,,,
25/06/2024 11:41,559 # timestamp: 25043951484868,71225,5830, RSSI: 31,-284,71,971,31,-60,-44,,,
25/06/2024 11:41,665 # timestamp: 25048247304146,71225,5831, RSSI: 12,-283,69,983,12,-46,-31,,,
25/06/2024 11:41,770 # timestamp: 25052541222847,71225,5832, RSSI: 36,-280,74,969,36,-65,-47,,,
25/06/2024 11:41,884 # timestamp: 25056836845515,71225,5833, RSSI: 23,-292,50,994,23,-53,-37,,,
25/06/2024 11:41,984 # timestamp: 25061131550664,71225,5834, RSSI: 25,-287,58,974,25,-56,-41,,,
25/06/2024 11:41,092 # timestamp: 25065426190274,71225,5835, RSSI: 32,-290,73,980,32,-62,-46,,,
25/06/2024 11:41,198 # timestamp: 25069721288645,71225,5836, RSSI: 29,-288,55,978,29,-59,-44,,,
25/06/2024 11:41,306 # timestamp: 25074016321477,71225,5837, RSSI: 30,-293,69,997,30,-59,-43,,,
25/06/2024 11:41,413 # timestamp: 25078311157698,71225,5838, RSSI: 33,-288,55,978,33,-62,-45,,,
25/06/2024 11:41,520 # timestamp: 25082606649291,71225,5839, RSSI: 21,-287,51,994,21,-53,-37,,,
25/06/2024 11:41,626 # timestamp: 25086901354433,71225,5840, RSSI: 33,-283,65,977,33,-63,-41,,,
